sample;annotation
йогурт бедро для перцм;[(0, 6, 'B-TYPE'), (7, 12, 'I-TYPE'), (13, 16, 'O'), (17, 22, 'O')]
кхие линена;[(0, 4, 'O'), (5, 11, 'O')]
слааты фермерский в шашлыка;[(0, 6, 'B-TYPE'), (7, 17, 'I-TYPE'), (18, 19, 'O'), (20, 27, 'O')]
Фари новйы;[(0, 4, 'B-BRAND'), (5, 10, 'O')]
булочки по всей;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 15, 'O')]
хлопяь;[(0, 6, 'B-TYPE')]
Духе акция;[(0, 4, 'B-BRAND'), (5, 10, 'O')]
макароны с солью;[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 16, 'O')]
нема;[(0, 4, 'O')]
Зови тебе;[(0, 4, 'B-BRAND'), (5, 9, 'O')]
хлопья с тебе шашлыка;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 13, 'O'), (14, 21, 'O')]
кофе грудка без кошек;[(0, 4, 'B-TYPE'), (5, 11, 'I-TYPE'), (12, 15, 'O'), (16, 21, 'O')]
сосиски из детйе;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 16, 'O')]
кикшоа;[(0, 6, 'O')]
угол без собаки;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 15, 'O')]
курица с чесонком;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 17, 'O')]
булочки батон для окшек;[(0, 7, 'B-TYPE'), (8, 13, 'I-TYPE'), (14, 17, 'O'), (18, 23, 'O')]
мека филе;[(0, 4, 'B-TYPE'), (5, 9, 'I-TYPE')]
твооржки на отрубями;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 20, 'O')]
булочки для аджике;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 18, 'O')]
мука для глютена йебе;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 16, 'O'), (17, 21, 'O')]
сыр на етеб семое;[(0, 3, 'B-TYPE'), (4, 6, 'O'), (7, 11, 'O'), (12, 17, 'O')]
косаки;[(0, 6, 'O')]
Виша яебе солью;[(0, 4, 'B-BRAND'), (5, 9, 'O'), (10, 15, 'O')]
курица из собка;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 15, 'O')]
лапше для перцем;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 16, 'O')]
жидкостн по кошек;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 17, 'O')]
помидор с солью;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 15, 'O')]
жидкость с вкусом банке;[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 17, 'O'), (18, 23, 'O')]
вода для пакетах нммье;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 16, 'O'), (17, 22, 'O')]
ёабчаки ссоловый для отрубями;[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE'), (17, 20, 'O'), (21, 29, 'O')]
хеналу;[(0, 6, 'O')]
Хеко сйчас детей;[(0, 4, 'B-BRAND'), (5, 10, 'O'), (11, 16, 'O')]
хлопья без солью семье;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 16, 'O'), (17, 22, 'O')]
йогурт с соабк глютен;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 14, 'O'), (15, 21, 'O')]
помидор в всей завтрак;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 14, 'O'), (15, 22, 'O')]
укрица филе для семье чесноком;[(0, 6, 'B-TYPE'), (7, 11, 'I-TYPE'), (12, 15, 'O'), (16, 21, 'O'), (22, 30, 'O')]
макароны из завтрак звтрак;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 19, 'O'), (20, 26, 'O')]
кофе пагетти;[(0, 4, 'B-TYPE'), (5, 12, 'I-TYPE')]
рис фермерский из перцем чеснокмч;[(0, 3, 'B-TYPE'), (4, 14, 'I-TYPE'), (15, 17, 'O'), (18, 24, 'O'), (25, 33, 'O')]
пчеенье по перцем;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 17, 'O')]
Тонари рядмо;[(0, 6, 'B-BRAND'), (7, 12, 'O')]
рафа тохехе;[(0, 4, 'O'), (5, 11, 'O')]
уголь без вксом;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 15, 'O')]
чай по кусом пакетах;[(0, 3, 'B-TYPE'), (4, 6, 'O'), (7, 12, 'O'), (13, 20, 'O')]
мтмоли рихефа;[(0, 6, 'O'), (7, 13, 'O')]
лимома мноа нешато;[(0, 6, 'O'), (7, 11, 'O'), (12, 18, 'O')]
перловка из коек;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 16, 'O')]
Дуна сейчас шашлыка;[(0, 4, 'B-BRAND'), (5, 11, 'O'), (12, 19, 'O')]
вдоа по соабк;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 13, 'O')]
пошидор в тбе;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 13, 'O')]
соль для семье;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
буйочик на аджике;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 17, 'O')]
чай спагетви без изюмом;[(0, 3, 'B-TYPE'), (4, 12, 'I-TYPE'), (13, 16, 'O'), (17, 23, 'O')]
лапюа по банке чесноком;[(0, 5, 'B-TYPE'), (6, 8, 'O'), (9, 14, 'O'), (15, 23, 'O')]
Рафа ажция;[(0, 4, 'B-BRAND'), (5, 10, 'O')]
оизомо арбеду;[(0, 6, 'O'), (7, 13, 'O')]
кетчуп рамен в глютена;[(0, 6, 'B-TYPE'), (7, 12, 'I-TYPE'), (13, 14, 'O'), (15, 22, 'O')]
помидор для июмом банке;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 17, 'O'), (18, 23, 'O')]
овды из аджике;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 14, 'O')]
пюре с глютена;[(0, 4, 'B-TYPE'), (5, 6, 'O'), (7, 14, 'O')]
Лили рядом;[(0, 4, 'B-BRAND'), (5, 10, 'O')]
водч на детей;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 13, 'O')]
уголь с аджике;[(0, 5, 'B-TYPE'), (6, 7, 'O'), (8, 14, 'O')]
макарыны в собаки детйе;[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 17, 'O'), (18, 23, 'O')]
макароны на вкусом;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 18, 'O')]
творожки из шашоыка;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 19, 'O')]
лико ритохе;[(0, 4, 'O'), (5, 11, 'O')]
вода гурдка по всей;[(0, 4, 'B-TYPE'), (5, 11, 'I-TYPE'), (12, 14, 'O'), (15, 19, 'O')]
ленабе мама зома;[(0, 6, 'O'), (7, 11, 'O'), (12, 16, 'O')]
кори мглу кошаша;[(0, 4, 'O'), (5, 9, 'O'), (10, 16, 'O')]
мука из отрубями собак;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 16, 'O'), (17, 22, 'O')]
ттоо визоли;[(0, 4, 'O'), (5, 11, 'O')]
сосиски из вкусом;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 17, 'O')]
йогурт в изюмом;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 15, 'O')]
кетчуп на заврнбк втусом;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 17, 'O'), (18, 24, 'O')]
тошаду небето;[(0, 6, 'O'), (7, 13, 'O')]
сосиски фермерскйи из банке чесноком;[(0, 7, 'B-TYPE'), (8, 18, 'I-TYPE'), (19, 21, 'O'), (22, 27, 'O'), (28, 36, 'O')]
Ковифа тее;[(0, 6, 'B-BRAND'), (7, 10, 'O')]
кезчуп филе в тебе;[(0, 6, 'B-TYPE'), (7, 11, 'I-TYPE'), (12, 13, 'O'), (14, 18, 'O')]
салаты в осбак;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 14, 'O')]
колбаса в шашлыка;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 17, 'O')]
вода из ченсоком;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 16, 'O')]
сыр в чеснокюм;[(0, 3, 'B-TYPE'), (4, 5, 'O'), (6, 14, 'O')]
шаурма детсоий из адшике перцем;[(0, 6, 'B-TYPE'), (7, 14, 'I-TYPE'), (15, 17, 'O'), (18, 24, 'O'), (25, 31, 'O')]
беш;[(0, 3, 'O')]
колбаса для шашлыак;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 19, 'O')]
кофе с семье чесноком;[(0, 4, 'B-TYPE'), (5, 6, 'O'), (7, 12, 'O'), (13, 21, 'O')]
лапша для семье;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 15, 'O')]
еХра тпбе;[(0, 4, 'B-BRAND'), (5, 9, 'O')]
йогрт;[(0, 5, 'B-TYPE')]
мари само машали;[(0, 4, 'O'), (5, 9, 'O'), (10, 16, 'O')]
булочк столовый для вкудом вкусом;[(0, 6, 'B-TYPE'), (7, 15, 'I-TYPE'), (16, 19, 'O'), (20, 26, 'O'), (27, 33, 'O')]
Зоки рядом банке;[(0, 4, 'B-BRAND'), (5, 10, 'O'), (11, 16, 'O')]
булочки спагетти из банке изюмом;[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE'), (17, 19, 'O'), (20, 25, 'O'), (26, 32, 'O')]
Нали сейачс;[(0, 4, 'B-BRAND'), (5, 11, 'O')]
Лима теб солью;[(0, 4, 'B-BRAND'), (5, 8, 'O'), (9, 14, 'O')]
немоду зозоли мосбри;[(0, 6, 'O'), (7, 13, 'O'), (14, 20, 'O')]
помидро в завтрак;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 17, 'O')]
луе саи золу;[(0, 3, 'O'), (4, 7, 'O'), (8, 12, 'O')]
Лита акция;[(0, 4, 'B-BRAND'), (5, 10, 'O')]
бера визото кинщто;[(0, 4, 'O'), (5, 11, 'O'), (12, 18, 'O')]
воа с отрубями перцем;[(0, 3, 'B-TYPE'), (4, 5, 'O'), (6, 14, 'O'), (15, 21, 'O')]
мука без всей;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 13, 'O')]
дурара;[(0, 6, 'O')]
мука с отууями;[(0, 4, 'B-TYPE'), (5, 6, 'O'), (7, 14, 'O')]
блочки столовый на пере;[(0, 6, 'B-TYPE'), (7, 15, 'I-TYPE'), (16, 18, 'O'), (19, 23, 'O')]
печенье фермерский с отубями отрубями;[(0, 7, 'B-TYPE'), (8, 18, 'I-TYPE'), (19, 20, 'O'), (21, 28, 'O'), (29, 37, 'O')]
печенеь рамен по пецем;[(0, 7, 'B-TYPE'), (8, 13, 'I-TYPE'), (14, 16, 'O'), (17, 22, 'O')]
гречка без шаллыка;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 18, 'O')]
Мгхе нядом;[(0, 4, 'B-BRAND'), (5, 10, 'O')]
кетмуп для изюмом глютена;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 17, 'O'), (18, 25, 'O')]
колабса в смеье;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 15, 'O')]
Несаша акция солью;[(0, 6, 'B-BRAND'), (7, 12, 'O'), (13, 18, 'O')]
моса;[(0, 4, 'O')]
дунеко вилуто днуг;[(0, 6, 'O'), (7, 13, 'O'), (14, 18, 'O')]
Мозо рядом уобаки;[(0, 4, 'B-BRAND'), (5, 10, 'O'), (11, 17, 'O')]
момкаи;[(0, 6, 'O')]
чай для собак;[(0, 3, 'B-TYPE'), (4, 7, 'O'), (8, 13, 'O')]
чаа без собаки аджике;[(0, 3, 'B-TYPE'), (4, 7, 'O'), (8, 14, 'O'), (15, 21, 'O')]
мобе;[(0, 4, 'O')]
рили;[(0, 4, 'O')]
кетчуп на кошек;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 15, 'O')]
пюрх с собак;[(0, 4, 'B-TYPE'), (5, 6, 'O'), (7, 12, 'O')]
перловка рамен;[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE')]
Винави акця вкусом;[(0, 6, 'B-BRAND'), (7, 11, 'O'), (12, 18, 'O')]
жидкость по шашлыка;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 19, 'O')]
сср без отрубями;[(0, 3, 'B-TYPE'), (4, 7, 'O'), (8, 16, 'O')]
ривиша линато;[(0, 6, 'O'), (7, 13, 'O')]
пюре по бнке;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 12, 'O')]
перловка в аджике чьсноком;[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 17, 'O'), (18, 26, 'O')]
булочки рамен на аджике;[(0, 7, 'B-TYPE'), (8, 13, 'I-TYPE'), (14, 16, 'O'), (17, 23, 'O')]
меченье филе по кошеё;[(0, 7, 'B-TYPE'), (8, 12, 'I-TYPE'), (13, 15, 'O'), (16, 21, 'O')]
сол в перцем;[(0, 3, 'B-TYPE'), (4, 5, 'O'), (6, 12, 'O')]
вода для сетей;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 14, 'O')]
сыр без пакетах;[(0, 3, 'B-TYPE'), (4, 7, 'O'), (8, 15, 'O')]
жидкость на банке;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 17, 'O')]
тадухб мотоша илса;[(0, 6, 'O'), (7, 13, 'O'), (14, 18, 'O')]
жидкость для собак;[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 18, 'O')]
помидор нарезка в кошек;[(0, 7, 'B-TYPE'), (8, 15, 'I-TYPE'), (16, 17, 'O'), (18, 23, 'O')]
овда для азвтрак;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 16, 'O')]
сыд в ттбе;[(0, 3, 'B-TYPE'), (4, 5, 'O'), (6, 10, 'O')]
Берихе акци;[(0, 6, 'B-BRAND'), (7, 11, 'O')]
колбаса из завтрк;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 17, 'O')]
тоса белири;[(0, 4, 'O'), (5, 11, 'O')]
чёй из перцем;[(0, 3, 'B-TYPE'), (4, 6, 'O'), (7, 13, 'O')]
булочи нарезка с слью;[(0, 6, 'B-TYPE'), (7, 14, 'I-TYPE'), (15, 16, 'O'), (17, 21, 'O')]
творожки для бнае аджике;[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 17, 'O'), (18, 24, 'O')]
вода в всей шашлыща;[(0, 4, 'B-TYPE'), (5, 6, 'O'), (7, 11, 'O'), (12, 19, 'O')]
булочки на вкусом глютена;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 17, 'O'), (18, 25, 'O')]
воад на аджике;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 14, 'O')]
хенеша кома;[(0, 6, 'O'), (7, 11, 'O')]
мка из изюмом пкаетах;[(0, 3, 'B-TYPE'), (4, 6, 'O'), (7, 13, 'O'), (14, 21, 'O')]
уголь без отрубми;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 17, 'O')]
киса;[(0, 4, 'O')]
помидор фермерский по шашлыиа;[(0, 7, 'B-TYPE'), (8, 18, 'I-TYPE'), (19, 21, 'O'), (22, 29, 'O')]
шавиду аех;[(0, 6, 'O'), (7, 10, 'O')]
фаее наша;[(0, 4, 'O'), (5, 9, 'O')]
овда из аджике;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 14, 'O')]
йогурт детский без изюом детей;[(0, 6, 'B-TYPE'), (7, 14, 'I-TYPE'), (15, 18, 'O'), (19, 24, 'O'), (25, 30, 'O')]
кетчуп на всей завтрак;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 14, 'O'), (15, 22, 'O')]
печенье по пакетах;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 18, 'O')]
афра;[(0, 4, 'O')]
творожки по завтмак;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 19, 'O')]
Золи новмй;[(0, 4, 'B-BRAND'), (5, 10, 'O')]
рифа дуна бето;[(0, 4, 'O'), (5, 9, 'O'), (10, 14, 'O')]
дуфа фалу;[(0, 4, 'O'), (5, 9, 'O')]
шауреа;[(0, 6, 'B-TYPE')]
сосиски на собаг еье;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 16, 'O'), (17, 20, 'O')]
шаурм для отрубмяи;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 18, 'O')]
лаута в шашлыка;[(0, 5, 'B-TYPE'), (6, 7, 'O'), (8, 15, 'O')]
гречка из изюмом;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 16, 'O')]
Ритахе новый;[(0, 6, 'B-BRAND'), (7, 12, 'O')]
лапша по пкъетах;[(0, 5, 'B-TYPE'), (6, 8, 'O'), (9, 16, 'O')]
макароны для тебе чеснком;[(0, 8, 'B-TYPE'), (9, 12, 'O'), (13, 17, 'O'), (18, 25, 'O')]
творбжи в глютена;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 17, 'O')]
жидкость нарезка в собаки;[(0, 8, 'B-TYPE'), (9, 16, 'I-TYPE'), (17, 18, 'O'), (19, 25, 'O')]
шатозо задуна;[(0, 6, 'O'), (7, 13, 'O')]
соссик с чесноом;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 16, 'O')]
гречва;[(0, 6, 'B-TYPE')]
кетчуп спагетти на собак пакетах;[(0, 6, 'B-TYPE'), (7, 15, 'I-TYPE'), (16, 18, 'O'), (19, 24, 'O'), (25, 32, 'O')]
курица на бнаке зввтрак;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 15, 'O'), (16, 23, 'O')]
сосиски для бакне;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 17, 'O')]
пмоидор фермеский без детей;[(0, 7, 'B-TYPE'), (8, 17, 'I-TYPE'), (18, 21, 'O'), (22, 27, 'O')]
печенье грудка;[(0, 7, 'B-TYPE'), (8, 14, 'I-TYPE')]
лапша спагетти по пакетах;[(0, 5, 'B-TYPE'), (6, 14, 'I-TYPE'), (15, 17, 'O'), (18, 25, 'O')]
йогурт на банке;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 15, 'O')]
Нфа новый;[(0, 3, 'B-BRAND'), (4, 9, 'O')]
сосиски для завтарк;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 19, 'O')]
луне хетора;[(0, 4, 'O'), (5, 11, 'O')]
хмнео вима;[(0, 5, 'O'), (6, 10, 'O')]
перовка филе для пакетах;[(0, 7, 'B-TYPE'), (8, 12, 'I-TYPE'), (13, 16, 'O'), (17, 24, 'O')]
рис по глютена;[(0, 3, 'B-TYPE'), (4, 6, 'O'), (7, 14, 'O')]
вода спагетти;[(0, 4, 'B-TYPE'), (5, 13, 'I-TYPE')]
кофа само навимо;[(0, 4, 'O'), (5, 9, 'O'), (10, 16, 'O')]
помидор на перцем;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 17, 'O')]
салаты в вкусм;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 14, 'O')]
крица на завтрак;[(0, 5, 'B-TYPE'), (6, 8, 'O'), (9, 16, 'O')]
винехе;[(0, 6, 'O')]
ода детский;[(0, 3, 'B-TYPE'), (4, 11, 'I-TYPE')]
пюер бдро в вксом;[(0, 4, 'B-TYPE'), (5, 9, 'I-TYPE'), (10, 11, 'O'), (12, 17, 'O')]
Риду воый;[(0, 4, 'B-BRAND'), (5, 9, 'O')]
гречка жиле без сйап;[(0, 6, 'B-TYPE'), (7, 11, 'I-TYPE'), (12, 15, 'O'), (16, 20, 'O')]
дуфали налина амнехе;[(0, 6, 'O'), (7, 13, 'O'), (14, 20, 'O')]
булочки с перцем изюмом;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 16, 'O'), (17, 23, 'O')]
салаты без соль;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 15, 'O')]
душа фатови илри;[(0, 4, 'O'), (5, 11, 'O'), (12, 16, 'O')]
каабчки с детей;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 15, 'O')]
уголь без бнке;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 14, 'O')]
печенье без щбе собак;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 15, 'O'), (16, 21, 'O')]
пюре на собаки;[(0, 4, 'B-TYPE'), (5, 7, 'O'), (8, 14, 'O')]
Колура сещчас;[(0, 6, 'B-BRAND'), (7, 13, 'O')]
ауароны для вкусом;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 18, 'O')]
кофе иле;[(0, 4, 'B-TYPE'), (5, 8, 'I-TYPE')]
уголь без изюмом банке;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 16, 'O'), (17, 22, 'O')]
Видузо сейа;[(0, 6, 'B-BRAND'), (7, 11, 'O')]
твоможки филе;[(0, 8, 'B-TYPE'), (9, 13, 'I-TYPE')]
лапша по детей;[(0, 5, 'B-TYPE'), (6, 8, 'O'), (9, 14, 'O')]
помидор с собак;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 15, 'O')]
помидор по собаки;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 17, 'O')]
макароны рамен с вкусом;[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE'), (15, 16, 'O'), (17, 23, 'O')]
колбаса с семье;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 15, 'O')]
соль тсоловый с изюмом;[(0, 4, 'B-TYPE'), (5, 13, 'I-TYPE'), (14, 15, 'O'), (16, 22, 'O')]
маурма для шашлыка;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 18, 'O')]
жидкость с шашлык;[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 17, 'O')]
гсечка из пайетах сслью;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 17, 'O'), (18, 23, 'O')]
пюре спакетти на уемье;[(0, 4, 'B-TYPE'), (5, 13, 'I-TYPE'), (14, 16, 'O'), (17, 22, 'O')]
сосиски по аджике кошек;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 17, 'O'), (18, 23, 'O')]
кофе филе в кошек;[(0, 4, 'B-TYPE'), (5, 9, 'I-TYPE'), (10, 11, 'O'), (12, 17, 'O')]
перловка в всей;[(0, 8, 'B-TYPE'), (9, 10, 'O'), (11, 15, 'O')]
печнье с аджице;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 15, 'O')]
лута;[(0, 4, 'O')]
Луне тебе чесноком;[(0, 4, 'B-BRAND'), (5, 9, 'O'), (10, 18, 'O')]
мкуа фермерский без собиак;[(0, 4, 'B-TYPE'), (5, 15, 'I-TYPE'), (16, 19, 'O'), (20, 26, 'O')]
бкби;[(0, 4, 'O')]
печенье из соба;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 15, 'O')]
Мана новый;[(0, 4, 'B-BRAND'), (5, 10, 'O')]
ёулочки на аджике;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 17, 'O')]
хлопья на аджике;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 16, 'O')]
сыр в детей глютена;[(0, 3, 'B-TYPE'), (4, 5, 'O'), (6, 11, 'O'), (12, 19, 'O')]
мокике рёта;[(0, 6, 'O'), (7, 11, 'O')]
вико;[(0, 4, 'O')]
сосисни на собак;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 16, 'O')]
макира колу;[(0, 6, 'O'), (7, 11, 'O')]
творожки фрле;[(0, 8, 'B-TYPE'), (9, 13, 'I-TYPE')]
шаурма нарезка на азвтрак;[(0, 6, 'B-TYPE'), (7, 14, 'I-TYPE'), (15, 17, 'O'), (18, 25, 'O')]
тато;[(0, 4, 'O')]
хлупья;[(0, 6, 'B-TYPE')]
татзо;[(0, 5, 'O')]
коф батон из глютена;[(0, 3, 'B-TYPE'), (4, 9, 'I-TYPE'), (10, 12, 'O'), (13, 20, 'O')]
перловка из солью чесноком;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 17, 'O'), (18, 26, 'O')]
чай из глюена;[(0, 3, 'B-TYPE'), (4, 6, 'O'), (7, 13, 'O')]
сама виша шара;[(0, 4, 'O'), (5, 9, 'O'), (10, 14, 'O')]
Кина тесе;[(0, 4, 'B-BRAND'), (5, 9, 'O')]
йоурт филе для осбал;[(0, 5, 'B-TYPE'), (6, 10, 'I-TYPE'), (11, 14, 'O'), (15, 20, 'O')]
вода для тебе;[(0, 4, 'B-TYPE'), (5, 8, 'O'), (9, 13, 'O')]
буолчки на кошек аджике;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 16, 'O'), (17, 23, 'O')]
воду батон по пакетах;[(0, 4, 'B-TYPE'), (5, 10, 'I-TYPE'), (11, 13, 'O'), (14, 21, 'O')]
кира салмо;[(0, 4, 'O'), (5, 10, 'O')]
лапша без гюлтена;[(0, 5, 'B-TYPE'), (6, 9, 'O'), (10, 17, 'O')]
печенье с всей;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 14, 'O')]
сосиски без тебе;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 16, 'O')]
Рашата тебе;[(0, 6, 'B-BRAND'), (7, 11, 'O')]
уболчк в пакетах;[(0, 6, 'B-TYPE'), (7, 8, 'O'), (9, 16, 'O')]
шаурмы без кошек;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 16, 'O')]
сосиски бато;[(0, 7, 'B-TYPE'), (8, 12, 'I-TYPE')]
творожки батон;[(0, 8, 'B-TYPE'), (9, 14, 'I-TYPE')]
колбаса стлоовый без кошек отрубями;[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE'), (17, 20, 'O'), (21, 26, 'O'), (27, 35, 'O')]
макароды;[(0, 8, 'B-TYPE')]
кабачки на чесноком;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 19, 'O')]
лулимъ налуви;[(0, 6, 'O'), (7, 13, 'O')]
помидор из семье;[(0, 7, 'B-TYPE'), (8, 10, 'O'), (11, 16, 'O')]
салаты из глюетна;[(0, 6, 'B-TYPE'), (7, 9, 'O'), (10, 17, 'O')]
колбаса с перем отрубями;[(0, 7, 'B-TYPE'), (8, 9, 'O'), (10, 15, 'O'), (16, 24, 'O')]
хлопья для шашлыка;[(0, 6, 'B-TYPE'), (7, 10, 'O'), (11, 18, 'O')]
сыг для детей;[(0, 3, 'B-TYPE'), (4, 7, 'O'), (8, 13, 'O')]
булочки спагетти с отрубями;[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE'), (17, 18, 'O'), (19, 27, 'O')]
чай по шашлыка;[(0, 3, 'B-TYPE'), (4, 6, 'O'), (7, 14, 'O')]
кабачки без собаки аджике;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 18, 'O'), (19, 25, 'O')]
Тови рядом;[(0, 4, 'B-BRAND'), (5, 10, 'O')]
помидор для кошек;[(0, 7, 'B-TYPE'), (8, 11, 'O'), (12, 17, 'O')]
творожки из банке солью;[(0, 8, 'B-TYPE'), (9, 11, 'O'), (12, 17, 'O'), (18, 23, 'O')]
Саса новый;[(0, 4, 'B-BRAND'), (5, 10, 'O')]
дай в завтрак;[(0, 3, 'B-TYPE'), (4, 5, 'O'), (6, 13, 'O')]
котамо;[(0, 6, 'O')]
шаурма нарезка на собак;[(0, 6, 'B-TYPE'), (7, 14, 'I-TYPE'), (15, 17, 'O'), (18, 23, 'O')]
хлопья грудка без шашлыак;[(0, 6, 'B-TYPE'), (7, 13, 'I-TYPE'), (14, 17, 'O'), (18, 25, 'O')]
